case_id,initialization,interior_points,seed_hash_match,euler_feasible,slsqp_feasible,slsqp_minus_euler_percent
contrast-competing_corridors-s00-c1p0,barrier,64,True,False,True,
contrast-competing_corridors-s00-c1p0,fast_marching,64,True,True,True,-0.0008387727786919288
contrast-competing_corridors-s00-c1p0,straight,64,False,False,False,
contrast-competing_corridors-s00-c2p0,arc_left,64,True,True,True,-32.71232810814255
contrast-competing_corridors-s00-c2p0,arc_right,64,True,True,True,-0.001971987903518998
contrast-competing_corridors-s00-c2p0,barrier,64,True,True,True,-55.79908729736554
contrast-competing_corridors-s00-c2p0,fast_marching,64,True,True,True,-0.020036534982941927
contrast-competing_corridors-s00-c2p0,straight,64,False,False,False,
contrast-competing_corridors-s00-c4p0,arc_left,64,True,True,True,-57.547651554924315
contrast-competing_corridors-s00-c4p0,arc_right,64,True,True,True,-0.05925822896464719
contrast-competing_corridors-s00-c4p0,barrier,64,True,True,True,-73.00401559877503
contrast-competing_corridors-s00-c4p0,fast_marching,64,True,True,True,-0.05925823502192988
contrast-competing_corridors-s00-c4p0,straight,64,False,False,False,
contrast-correlated_roughness-s00-c0p0,arc_left,64,True,True,True,6.601186195981675
contrast-correlated_roughness-s00-c0p0,arc_right,64,True,True,True,1.20472520848125e-08
contrast-correlated_roughness-s00-c0p0,barrier,64,True,True,True,0.0
contrast-correlated_roughness-s00-c0p0,fast_marching,64,True,True,True,9.696849384061519e-08
contrast-correlated_roughness-s00-c0p0,straight,64,True,True,True,0.0
contrast-correlated_roughness-s00-c1p0,arc_left,64,True,False,True,
contrast-correlated_roughness-s00-c1p0,arc_right,64,True,True,True,-16.456889062146136
contrast-correlated_roughness-s00-c1p0,barrier,64,True,True,True,-4.648399132683215
contrast-correlated_roughness-s00-c1p0,fast_marching,64,True,True,True,0.0005116794250591159
contrast-correlated_roughness-s00-c1p0,straight,64,True,True,True,-4.648399139165887
contrast-correlated_roughness-s00-c2p0,arc_left,64,True,True,True,-25.14203081130866
contrast-correlated_roughness-s00-c2p0,arc_right,64,True,True,True,-22.785788998614713
contrast-correlated_roughness-s00-c2p0,barrier,64,True,True,True,-11.566067650473562
contrast-correlated_roughness-s00-c2p0,fast_marching,64,True,True,True,-0.0003921853621032834
contrast-correlated_roughness-s00-c2p0,straight,64,True,True,True,-11.566067664150175
